epoch,train_loss,val_rate,val_acc,time_sec,saved
118,-31.9385867,31.9702930,0.9550000,31.5,False
119,-31.9380460,31.9688665,0.9535000,31.5,False
120,-31.9402937,31.9713243,0.9541000,31.5,False
121,-31.9398029,31.9705887,0.9536000,31.5,False
122,-31.9400715,31.9732754,0.9513000,31.8,True
123,-31.9405033,31.9714632,0.9557000,31.5,False
124,-31.9392150,31.9694380,0.9515000,31.6,False
125,-31.9415109,31.9723572,0.9538000,31.4,False
126,-31.9410711,31.9728584,0.9519000,31.7,False
127,-31.9408709,31.9728970,0.9540000,31.4,False
128,-31.9413008,31.9735189,0.9505000,31.5,True
129,-31.9424210,31.9717653,0.9538000,31.4,False
130,-31.9423320,31.9730644,0.9535000,31.6,False
131,-31.9422125,31.9717344,0.9556000,31.4,False
132,-31.9422240,31.9709869,0.9542000,31.4,False
133,-31.9425343,31.9709223,0.9532000,31.4,False
134,-31.9403384,31.9697548,0.9533000,31.5,False
135,-31.9427951,31.9721346,0.9509000,31.8,False
136,-31.9420205,31.9732676,0.9499000,32.1,False
137,-31.9432148,31.9714552,0.9525000,31.7,False
138,-31.9439185,31.9727125,0.9517000,31.5,False
139,-31.9428650,31.9701664,0.9520000,31.5,False
140,-31.9441512,31.9726822,0.9535000,31.2,False
141,-31.9438729,31.9751715,0.9534000,31.1,True
142,-31.9432399,31.9675650,0.9512000,31.3,False
143,-31.9419671,31.9724295,0.9546000,31.3,False
144,-31.9439145,31.9726875,0.9501000,31.6,False
145,-31.9437740,31.9750748,0.9514000,31.4,False
146,-31.9436470,31.9733709,0.9544000,31.6,False
147,-31.9454381,31.9736656,0.9563000,31.3,False
148,-31.9464805,31.9733829,0.9528000,31.4,False
149,-31.9443886,31.9728155,0.9531000,31.6,False
150,-31.9453786,31.9756475,0.9489000,31.5,True
151,-31.9448699,31.9726496,0.9534000,31.5,False
152,-31.9456715,31.9754107,0.9542000,31.6,False
153,-31.9451947,31.9733416,0.9542000,31.6,False
154,-31.9462046,31.9739103,0.9544000,31.3,False
155,-31.9464366,31.9738398,0.9534000,31.0,False
156,-31.9448833,31.9722092,0.9534000,31.6,False
157,-31.9452970,31.9748154,0.9534000,31.4,False
158,-31.9454966,31.9722961,0.9526000,31.3,False
159,-31.9477694,31.9734348,0.9538000,31.5,False
160,-31.9491778,31.9746145,0.9514000,31.7,False
161,-31.9454327,31.9739811,0.9552000,31.4,False
162,-31.9446563,31.9709713,0.9531000,31.2,False
163,-31.9469174,31.9747055,0.9558000,31.3,False
164,-31.9461838,31.9750359,0.9498000,31.5,False
165,-31.9501226,31.9754000,0.9543000,31.5,False
166,-31.9484205,31.9740049,0.9558000,31.2,False
167,-31.9473570,31.9737749,0.9516000,31.3,False
168,-31.9495441,31.9725021,0.9505000,31.6,False
169,-31.9465865,31.9721888,0.9532000,31.8,False
170,-31.9475712,31.9717117,0.9512000,31.1,False
171,-31.9471293,31.9732492,0.9520000,31.3,False
172,-31.9481724,31.9737461,0.9509000,31.0,False
173,-31.9477741,31.9738155,0.9551000,31.1,False
174,-31.9451937,31.9732105,0.9525000,31.0,False
175,-31.9501927,31.9725365,0.9566000,31.5,False
176,-31.9479763,31.9742599,0.9551000,31.0,False
177,-31.9488970,31.9738043,0.9519000,31.1,False
178,-31.9496826,31.9715353,0.9520000,31.0,False
179,-31.9486700,31.9760612,0.9510000,31.0,True
180,-31.9491286,31.9744148,0.9532000,31.0,False
181,-31.9503911,31.9739016,0.9517000,31.1,False
182,-31.9499314,31.9719021,0.9558000,31.1,False
183,-31.9474111,31.9729387,0.9501000,31.0,False
184,-31.9485246,31.9757063,0.9514000,31.3,False
185,-31.9489546,31.9745842,0.9524000,31.9,False
186,-31.9490560,31.9752674,0.9531000,31.7,False
187,-31.9502136,31.9745855,0.9511000,32.1,False
188,-31.9520885,31.9749870,0.9520000,31.9,False
189,-31.9495975,31.9728367,0.9525000,32.2,False
190,-31.9491443,31.9738184,0.9526000,31.4,False
191,-31.9500849,31.9737000,0.9510000,31.6,False
192,-31.9486214,31.9703196,0.9510000,31.9,False
193,-31.9505270,31.9750225,0.9511000,31.4,False
194,-31.9498380,31.9742462,0.9511000,31.0,False
195,-31.9511900,31.9723068,0.9526000,31.1,False
196,-31.9485005,31.9738882,0.9549000,31.2,False
197,-31.9518950,31.9756994,0.9534000,31.1,False
198,-31.9505069,31.9728363,0.9536000,31.5,False
199,-31.9493279,31.9753323,0.9505000,31.4,False
200,-31.9506833,31.9737959,0.9532000,31.7,False
201,-31.9514611,31.9757603,0.9520000,32.6,False
202,-31.9517400,31.9741646,0.9523000,32.3,False
203,-31.9525754,31.9751379,0.9517000,31.2,False
204,-31.9518161,31.9719294,0.9540000,31.3,False
205,-31.9518585,31.9758219,0.9529000,31.5,False
206,-31.9503518,31.9736729,0.9519000,31.8,False
207,-31.9501669,31.9735422,0.9526000,31.2,False
208,-31.9527756,31.9745474,0.9522000,31.4,False
209,-31.9516006,31.9759022,0.9533000,31.4,False
210,-31.9514190,31.9751114,0.9510000,31.9,False
211,-31.9517589,31.9727892,0.9549000,31.8,False
212,-31.9513729,31.9753174,0.9544000,31.7,False
213,-31.9516825,31.9741518,0.9491000,31.7,False
214,-31.9517015,31.9762127,0.9488000,31.5,True
215,-31.9523446,31.9754196,0.9509000,32.0,False
216,-31.9543087,31.9749273,0.9511000,31.7,False
217,-31.9534815,31.9756998,0.9525000,31.5,False
218,-31.9533938,31.9735506,0.9540000,31.7,False
219,-31.9524146,31.9749046,0.9567000,31.7,False
220,-31.9512286,31.9727287,0.9512000,31.7,False
221,-31.9511966,31.9746420,0.9541000,31.7,False
222,-31.9523914,31.9784435,0.9526000,31.4,True
223,-31.9523897,31.9763315,0.9501000,31.5,False
224,-31.9518970,31.9745811,0.9501000,31.4,False
225,-31.9519943,31.9762444,0.9558000,31.3,False
226,-31.9537151,31.9765699,0.9558000,31.5,False
227,-31.9525245,31.9743586,0.9507000,31.5,False
228,-31.9520272,31.9751551,0.9496000,31.4,False
229,-31.9526296,31.9718664,0.9556000,32.3,False
230,-31.9517445,31.9746248,0.9542000,31.3,False
231,-31.9528499,31.9764948,0.9510000,31.1,False
232,-31.9533148,31.9732210,0.9532000,31.3,False
233,-31.9541046,31.9753208,0.9525000,31.1,False
234,-31.9521907,31.9747507,0.9536000,31.2,False
235,-31.9543000,31.9736618,0.9541000,32.2,False
236,-31.9540564,31.9758245,0.9524000,31.9,False
237,-31.9534542,31.9760630,0.9541000,31.3,False
238,-31.9520232,31.9747707,0.9496000,31.9,False
239,-31.9524445,31.9765217,0.9507000,31.6,False
240,-31.9545153,31.9709953,0.9504000,31.4,False
241,-31.9536326,31.9754049,0.9543000,31.3,False
242,-31.9544258,31.9736444,0.9532000,32.0,False
243,-31.9556588,31.9752321,0.9530000,31.7,False
244,-31.9534720,31.9768063,0.9511000,31.1,False
245,-31.9548167,31.9754234,0.9518000,31.4,False
246,-31.9547090,31.9734995,0.9531000,31.5,False
247,-31.9522261,31.9760136,0.9524000,31.1,False
248,-31.9545127,31.9757423,0.9533000,31.1,False
249,-31.9527272,31.9755121,0.9531000,31.1,False
250,-31.9550014,31.9756594,0.9540000,31.1,False
251,-31.9538991,31.9748432,0.9534000,31.3,False
252,-31.9566667,31.9740704,0.9537000,31.5,False
253,-31.9559519,31.9753351,0.9535000,31.5,False
254,-31.9543670,31.9769171,0.9539000,31.2,False
255,-31.9540223,31.9758324,0.9550000,31.2,False
256,-31.9546937,31.9742931,0.9543000,31.2,False
257,-31.9557367,31.9755804,0.9535000,31.2,False
258,-31.9551706,31.9759060,0.9518000,31.3,False
259,-31.9554812,31.9771414,0.9524000,31.1,False
260,-31.9546698,31.9756868,0.9508000,31.4,False
261,-31.9551926,31.9764408,0.9513000,31.3,False
262,-31.9546272,31.9741127,0.9537000,31.4,False
263,-31.9565584,31.9779835,0.9537000,31.5,False
264,-31.9546385,31.9758684,0.9547000,31.3,False
265,-31.9536980,31.9719395,0.9507000,31.3,False
266,-31.9532743,31.9754929,0.9532000,31.1,False
267,-31.9548957,31.9751877,0.9546000,31.6,False
268,-31.9562315,31.9749882,0.9553000,31.9,False
269,-31.9562734,31.9746443,0.9485000,31.1,False
270,-31.9549183,31.9735262,0.9521000,31.1,False
271,-31.9559475,31.9774609,0.9550000,30.9,False
272,-31.9554162,31.9747543,0.9531000,31.8,False
273,-31.9564636,31.9750196,0.9561000,31.4,False
274,-31.9566827,31.9772375,0.9515000,31.1,False
275,-31.9556538,31.9753273,0.9521000,31.2,False
276,-31.9557458,31.9765772,0.9516000,31.6,False
277,-31.9543251,31.9763762,0.9514000,31.2,False
278,-31.9569230,31.9748566,0.9544000,31.8,False
279,-31.9539751,31.9753443,0.9534000,31.4,False
280,-31.9545700,31.9736061,0.9526000,31.7,False
281,-31.9564643,31.9760326,0.9504000,31.7,False
282,-31.9555437,31.9770290,0.9516000,31.4,False
283,-31.9550991,31.9760155,0.9544000,31.9,False
284,-31.9552423,31.9764742,0.9553000,32.0,False
285,-31.9553022,31.9751242,0.9527000,31.8,False
286,-31.9570350,31.9724831,0.9527000,32.1,False
287,-31.9574211,31.9740889,0.9516000,32.2,False
288,-31.9565634,31.9731161,0.9531000,32.2,False
289,-31.9545753,31.9755810,0.9513000,32.1,False
290,-31.9553009,31.9751505,0.9538000,31.9,False
291,-31.9565941,31.9752413,0.9513000,32.0,False
292,-31.9556958,31.9761288,0.9551000,32.0,False
293,-31.9578374,31.9780056,0.9529000,32.0,False
294,-31.9563361,31.9776161,0.9509000,32.1,False
295,-31.9565221,31.9777460,0.9511000,32.3,False
296,-31.9559108,31.9750235,0.9498000,32.5,False
297,-31.9538702,31.9757574,0.9535000,31.7,False
298,-31.9575402,31.9746447,0.9504000,32.1,False
299,-31.9580399,31.9757919,0.9520000,31.8,False
300,-31.9556317,31.9746307,0.9530000,31.8,False
301,-31.9570075,31.9749561,0.9550000,32.1,False
302,-31.9572612,31.9767546,0.9537000,32.1,False
303,-31.9584449,31.9761753,0.9524000,32.3,False
304,-31.9565416,31.9750448,0.9522000,32.4,False
305,-31.9572921,31.9770855,0.9536000,32.2,False
306,-31.9573944,31.9778227,0.9503000,32.6,False
307,-31.9569607,31.9742895,0.9540000,32.6,False
308,-31.9571988,31.9779530,0.9507000,33.0,False
309,-31.9570939,31.9779982,0.9496000,32.9,False
310,-31.9554300,31.9758411,0.9517000,32.7,False
311,-31.9586567,31.9748886,0.9534000,32.3,False
312,-31.9561451,31.9751787,0.9528000,32.1,False
313,-31.9568367,31.9787222,0.9531000,32.3,True
314,-31.9584099,31.9753387,0.9532000,32.4,False
315,-31.9557080,31.9754271,0.9519000,32.3,False
316,-31.9574558,31.9757837,0.9531000,32.2,False
317,-31.9576840,31.9756092,0.9545000,32.0,False
318,-31.9588800,31.9753197,0.9500000,32.0,False
319,-31.9572131,31.9770378,0.9522000,32.1,False
320,-31.9563827,31.9761436,0.9508000,32.2,False
321,-31.9570589,31.9728716,0.9528000,32.0,False
322,-31.9559746,31.9760656,0.9534000,32.2,False
323,-31.9561039,31.9749847,0.9494000,31.9,False
324,-31.9561493,31.9752537,0.9534000,32.1,False
325,-31.9554982,31.9731445,0.9540000,32.0,False
326,-31.9577382,31.9766386,0.9533000,32.1,False
327,-31.9574316,31.9776371,0.9533000,32.1,False
328,-31.9572414,31.9772236,0.9510000,32.2,False
329,-31.9557356,31.9742849,0.9509000,31.9,False
330,-31.9577958,31.9753330,0.9499000,32.1,False
331,-31.9588969,31.9778168,0.9511000,31.9,False
332,-31.9578680,31.9754446,0.9527000,32.1,False
333,-31.9587825,31.9774580,0.9510000,32.6,False
334,-31.9573926,31.9768980,0.9513000,32.9,False
335,-31.9574513,31.9759708,0.9509000,32.0,False
336,-31.9576637,31.9766239,0.9520000,34.1,False
337,-31.9568852,31.9769081,0.9510000,31.9,False
338,-31.9577667,31.9745104,0.9514000,31.7,False
339,-31.9585239,31.9775072,0.9545000,31.8,False
340,-31.9572073,31.9755690,0.9523000,33.2,False
341,-31.9592480,31.9752508,0.9509000,33.0,False
342,-31.9580124,31.9782345,0.9514000,32.5,False
343,-31.9586797,31.9750324,0.9504000,31.1,False
344,-31.9583647,31.9771088,0.9531000,31.9,False
345,-31.9593544,31.9791111,0.9531000,31.0,True
